"","Dataset","ridgeRF","RridgeRF"
"1","p5n100",0.04556297113,0.07333267734
"2","p10n100",0.04871816593,0.17551193893
"3","p20n100",0.06093248801,0.37019531479
"4","p40n100",0.13368002937,1.24017486906
"5","p80n100",0.52082671336,6.11640207117
"6","p160n100",3.66159781787,45.90064043669
"7","p10n200",0.05079295311,0.309538733
"8","p10n400",0.0578548002,0.62239901857
"9","p10n800",0.07589759331,1.60453981592
"10","p10n1600",0.08631147176,4.71426132371
"11","p10n3200",0.07266672742,14.51724506218
